2450465.77691 17.605 0.013 11  0 B
2450465.83598 17.612 0.012 11  0 A
2450467.79540 17.598 0.011 11  0 A
2450468.70180 17.599 0.011 11  0 A
2450469.70183 17.603 0.012 11  0 A
2450476.78378 17.607 0.023 11  0 C
2450480.61078 17.611 0.012 11  0 C
2450485.54704 17.570 0.011 11  0 B
2450488.53087 17.606 0.013 11  0 D
2450488.66922 17.560 0.014 11  0 B
2450489.60099 17.548 0.010 11 40 C
2450489.62117 17.589 0.010 11  0 B
2450490.59163 17.603 0.009 11  0 A
2450491.54978 17.598 0.011 11 40 B
2450492.60843 17.578 0.015 11  0 E
2450493.53712 17.582 0.010 11  0 A
2450494.53194 17.604 0.011 11  0 B
2450495.53427 17.611 0.015 11  0 C
2450496.52976 17.607 0.013 11  0 B
2450496.74588 17.639 0.022 11  0 E
2450498.52854 17.647 0.014 11  0 B
2450499.52403 17.601 0.013 11  0 B
2450500.51522 17.608 0.015 11  0 B
2450501.51578 17.617 0.016 11  0 C
2450508.51949 17.610 0.022 11  0 F
2450508.58622 17.553 0.017 11  0 E
2450510.52415 17.604 0.023 11  0 D
2450511.63374 17.561 0.015 11  0 E
2450512.67111 17.591 0.014 11  0 C
2450513.66302 17.596 0.012 11  0 A
2450514.53614 17.575 0.015 11  0 E
2450515.52781 17.604 0.013 11  0 C
2450517.53282 17.574 0.014 11  0 C
2450518.57161 17.598 0.011 11  0 B
2450518.73448 17.649 0.018 11  0 C
2450519.52223 17.624 0.012 11  0 D
2450520.68903 17.609 0.013 11  0 C
2450521.52310 17.635 0.016 11  0 E
2450523.53493 17.570 0.011 11  0 D
2450524.51395 17.589 0.016 11  0 D
2450526.51735 17.618 0.015 11  0 D
2450526.61847 17.577 0.015 11  0 E
2450527.51471 17.625 0.013 11  0 C
2450528.57412 17.595 0.016 11  0 E
2450530.60273 17.654 0.020 11  0 E
2450531.52964 17.595 0.016 11  0 C
2450532.51505 17.598 0.015 11  0 D
2450533.51857 17.578 0.015 11  0 D
2450534.52586 17.608 0.015 11  0 E
2450535.64037 17.597 0.018 11  0 E
2450536.67560 17.587 0.016 11  0 D
2450552.62374 17.601 0.014 11  0 B
2450566.47429 17.590 0.016 11  0 A
2450567.47505 17.589 0.016 11  0 A
2450569.46952 17.633 0.023 11  0 D
2450571.52302 17.615 0.017 11  0 B
2450572.47923 17.590 0.019 11  0 D
2450573.48681 17.597 0.024 11  0 E
2450673.84125 17.587 0.018 11  0 B
2450699.81455 17.635 0.019 11  0 D
2450701.85941 17.605 0.017 11  0 C
2450712.87903 17.629 0.016 11  0 A
2450715.84439 17.627 0.015 11  0 B
2450750.83957 17.629 0.017 11  0 C
2450769.84445 17.574 0.017 11 40 A
2450773.83302 17.596 0.017 11  0 B
