ID Mean Std
../dat_files/lmc_sc1_i_51882. 15.2255585106 0.00608160654822
../dat_files/lmc_sc1_i_53659. 18.5428544474 0.0505577020871
../dat_files/lmc_sc1_i_55340. 19.4708575269 0.119947361315
../dat_files/lmc_sc1_i_55329. 19.5012425876 0.116078700033
../dat_files/lmc_sc1_i_55320. 19.1861748466 0.0802202687265
../dat_files/lmc_sc1_i_55331. 18.9022830189 0.0675088350616
../dat_files/lmc_sc1_i_53650. 18.2678010753 0.0364005228446
../dat_files/lmc_sc1_i_55344. 20.2765205882 0.311679703881
../dat_files/lmc_sc1_i_53663. 18.6991513514 0.0547246059664
../dat_files/lmc_sc1_i_55334. 19.7427331536 0.148541522072
../dat_files/lmc_sc1_i_53664. 18.2932284946 0.0386042638585
../dat_files/lmc_sc1_i_51948. 15.7594429348 0.00702766304747
../dat_files/lmc_sc1_i_57841. 19.7814959569 0.14074000368
../dat_files/lmc_sc1_i_57838. 20.0265603865 0.199983465442
../dat_files/lmc_sc1_i_57821. 20.2663498623 0.228927277826
../dat_files/lmc_sc1_i_52575. 17.9314274194 0.0276504214673
../dat_files/lmc_sc1_i_55326. 19.7181240602 0.144538426688
../dat_files/lmc_sc1_i_57834. 19.6256792453 0.139564386113
../dat_files/lmc_sc1_i_53661. 18.4378818444 0.0591863212354
../dat_files/lmc_sc1_i_55330. 19.3894783784 0.099324397904
../dat_files/lmc_sc1_i_52574. 17.7628391421 0.0257812174979
../dat_files/lmc_sc1_i_53669. 18.830594086 0.0605185856769
../dat_files/lmc_sc1_i_53666. 18.3029065934 0.046926258031
../dat_files/lmc_sc1_i_55332. 20.0219428571 0.198522477008
../dat_files/lmc_sc1_i_52089. 16.8171662198 0.0135713479893
../dat_files/lmc_sc1_i_53643. 18.080247191 0.0348828797707
../dat_files/lmc_sc1_i_53657. 18.3744968153 0.0694448985808
../dat_files/lmc_sc1_i_57840. 20.7031752022 0.37807700271
../dat_files/lmc_sc1_i_57842. 19.9076145553 0.185504934012
../dat_files/lmc_sc1_i_55342. 19.2384704301 0.087503159309
../dat_files/lmc_sc1_i_53670. 18.2759677419 0.0499839655178
../dat_files/lmc_sc1_i_55333. 19.4562162162 0.10592037681
../dat_files/lmc_sc1_i_53655. 18.1736779661 0.0389897599238
../dat_files/lmc_sc1_i_57819. 19.9162056075 0.193416853508
../dat_files/lmc_sc1_i_53660. 18.6217651934 0.0601270074138
../dat_files/lmc_sc1_i_55337. 19.2896054054 0.085720734336
../dat_files/lmc_sc1_i_53652. 18.7130188172 0.0626252050901
../dat_files/lmc_sc1_i_53647. 18.198387931 0.0326453702563
../dat_files/lmc_sc1_i_53649. 18.1551810811 0.0315026754577
../dat_files/lmc_sc1_i_55324. 18.8012150538 0.0599042424876
../dat_files/lmc_sc1_i_57833. 19.9467669377 0.170630235859
../dat_files/lmc_sc1_i_53651. 17.9705564516 0.0310946272766
../dat_files/lmc_sc1_i_55319. 19.495155 0.1155005237
../dat_files/lmc_sc1_i_55336. 19.4930573066 0.117357056304
../dat_files/lmc_sc1_i_52573. 18.0164969325 0.0420806083363
../dat_files/lmc_sc1_i_55341. 19.2167150538 0.0983526652543
../dat_files/lmc_sc1_i_53671. 18.2067016129 0.036120611838
../dat_files/lmc_sc1_i_53665. 18.2667843666 0.041105306526
../dat_files/lmc_sc1_i_55328. 19.113875 0.0897689480063
../dat_files/lmc_sc1_i_55321. 18.8695241935 0.0771779604985
../dat_files/lmc_sc1_i_53667. 18.5395994624 0.049873531452
../dat_files/lmc_sc1_i_55325. 19.55893531 0.138430794132
../dat_files/lmc_sc1_i_52087. 16.7480742706 0.0121360458368
../dat_files/lmc_sc1_i_57836. 19.9229673025 0.174159089848
../dat_files/lmc_sc1_i_53653. 18.3613168605 0.0395045060062
../dat_files/lmc_sc1_i_53662. 18.2542318059 0.0389581316726
../dat_files/lmc_sc1_i_53645. 18.5787327824 0.0542089895234
../dat_files/lmc_sc1_i_55313. 18.9627213115 0.0693435963486
../dat_files/lmc_sc1_i_57820. 19.6561946903 0.121249969138
../dat_files/lmc_sc1_i_53656. 18.0345860215 0.0323448425079
../dat_files/lmc_sc1_i_53654. 18.1081554252 0.0332844649709
../dat_files/lmc_sc1_i_55323. 19.7447021277 0.132037725357
../dat_files/lmc_sc1_i_52086. 16.4389212121 0.0102985658777
../dat_files/lmc_sc1_i_52088. 16.7675765027 0.0128200404426
../dat_files/lmc_sc1_i_57843. 20.0942439024 0.202904532859
../dat_files/lmc_sc1_i_53658. 18.1330295699 0.0349684448664
../dat_files/lmc_sc1_i_55335. 19.5764663073 0.124700917982
../dat_files/lmc_sc1_i_55339. 19.388 0.113384399988
../dat_files/lmc_sc1_i_57839. 20.0894970414 0.192245162888
../dat_files/lmc_sc1_i_57827. 19.6653107345 0.126399552796
../dat_files/lmc_sc1_i_52576. 17.7838198925 0.0366571932824
../dat_files/lmc_sc1_i_53668. 17.9659677419 0.0293179462134
