Amplitude AndersonDarling Autocor_length Beyond1Std CAR_mean CAR_sigma CAR_tau Con Eta_e FluxPercentileRatioMid20 FluxPercentileRatioMid35 FluxPercentileRatioMid50 FluxPercentileRatioMid65 FluxPercentileRatioMid80 Freq1_harmonics_amplitude_0 Freq1_harmonics_amplitude_1 Freq1_harmonics_amplitude_2 Freq1_harmonics_amplitude_3 Freq1_harmonics_rel_phase_0 Freq1_harmonics_rel_phase_1 Freq1_harmonics_rel_phase_2 Freq1_harmonics_rel_phase_3 Freq2_harmonics_amplitude_0 Freq2_harmonics_amplitude_1 Freq2_harmonics_amplitude_2 Freq2_harmonics_amplitude_3 Freq2_harmonics_rel_phase_0 Freq2_harmonics_rel_phase_1 Freq2_harmonics_rel_phase_2 Freq2_harmonics_rel_phase_3 Freq3_harmonics_amplitude_0 Freq3_harmonics_amplitude_1 Freq3_harmonics_amplitude_2 Freq3_harmonics_amplitude_3 Freq3_harmonics_rel_phase_0 Freq3_harmonics_rel_phase_1 Freq3_harmonics_rel_phase_2 Freq3_harmonics_rel_phase_3 ID LinearTrend MaxSlope Mean Meanvariance MedianAbsDev MedianBRP PairSlopeTrend PercentAmplitude PercentDifferenceFluxPercentile PeriodLS Period_fit Psi_CS Psi_eta Q31 Rcs Skew SlottedA_length SmallKurtosis Std StetsonK StetsonK_AC
0.35303825 1.0 1.0 0.189504373178 34.2874371603 10.0 0.5 0.0 1306272.551 0.154267554925 0.287416316433 0.420149218298 0.623244261874 0.794688129827 0.211944345399 0.116245799798 0.0268584112546 0.0364604735532 0.0 0.600326699173 -1.51928961782 -2.47162589724 0.101357195156 0.0121308147813 0.0134786131079 0.0173309874071 0.0 -1.56112308511 -1.3069096565 1.376622499 0.0616973180436 0.00958912239585 0.0189363324351 0.027365209611 0.0 -1.69891899808 0.587962198878 1.00479271688 ../catalina_catalog_unzipped/1004058008475. -4.20205051119e-05 313.241492432 17.1437185802 0.0147121639457 0.127384 0.784256559767 -0.0333333333333 0.109946957967 0.0355372428802 0.384753078875 1.21969276147e-22 0.167569610785 1.22285045726 0.2564105 0.106345064508 -3.22624238127 0.031483399951 19.1704750931 0.25222119839 0.606947397042 0.691695228631
0.12219975 1.0 3.0 0.261627906977 30.9931360116 10.0 0.5 0.0116959064327 333841.817213 0.131360544851 0.248718354283 0.373770690088 0.510099647373 0.729877464435 0.0630815759426 0.0251259971409 0.00475801500157 0.0139078027604 0.0 -1.05026292816 -1.31983114265 -2.40677488738 0.0269384527803 0.00600782380385 0.00238626870884 0.00587194362958 0.0 -1.08428443696 -2.08394107236 -0.427918058318 0.0251211850364 0.00223235600072 0.00142156504516 0.00972740123273 0.0 1.26254751331 0.225522789374 1.66174877554 ../catalina_catalog_unzipped/1004058011901. -8.53979057726e-06 21.4740233256 15.4965680058 0.00404089437161 0.039127 0.441860465116 -0.0333333333333 0.0152963407535 0.0138800709003 0.196118263874 4.29490907086e-31 0.221224455605 0.877305204566 0.07881325 0.160110108529 0.842621267031 0.021796199966 0.827929086249 0.0626199944339 0.779656770028 0.540131281757
0.26195225 0.998091729582 1.0 0.345930232558 36.0944842674 10.0 0.5 0.0 1694308.66596 0.184908073753 0.301676979048 0.455528409946 0.62745748909 0.835763160457 0.118924574621 0.035319648069 0.0226397686903 0.004316103869 0.0 0.75039053151 0.597529072113 0.0794792078787 0.046606710002 0.0125266161567 0.00409732909901 0.00783182583111 0.0 1.62102229843 1.53656644377 0.439785341677 0.0402815757702 0.00955464222982 0.0181690830268 0.00553063036727 0.0 0.100503539009 -0.347450174561 -1.00757222403 ../catalina_catalog_unzipped/1004058012228. -2.82231678608e-05 154.336446982 18.0472421337 0.00779121193493 0.101636 0.363372093023 0.1 0.0232098710949 0.0250530754252 0.192857658591 1.99020341435e-22 0.238712238626 1.13784800202 0.20401325 0.145414223429 0.244477381664 0.00242179999623 -0.510180012954 0.140609888305 0.828217544087 0.746095484627
0.33381775 1.0 2.0 0.258720930233 30.7471557791 10.0 0.5 0.0116959064327 181891.401443 0.165417852786 0.308111359631 0.501474176495 0.676860512403 0.863043920293 0.190613537328 0.0362891219496 0.0251221695363 0.0207864697814 0.0 1.78944697226 1.67816962222 1.24244167791 0.0878535615772 0.00770759180846 0.0296077514289 0.0228190742892 0.0 -1.89385412002 -0.615529751631 0.612470396812 0.0891298969533 0.0244463830423 0.0111204215223 0.0109431561268 0.0 0.724038706262 0.908870260932 -0.970125853654 ../catalina_catalog_unzipped/1004058014882. 1.09696682062e-05 56.0832742587 15.3735778895 0.0127226445383 0.106755 0.476744186047 -0.0333333333333 0.0419989459088 0.0385715809486 0.202622380218 1.21696035891e-33 0.214600196961 1.11538830609 0.29563825 0.170850637074 0.834943742591 0.0193743999698 -0.285035825847 0.195592566771 0.833983759685 0.712236630061
0.0671825 0.999976790863 3.0 0.282798833819 30.3704273703 10.0 0.5 0.00293255131965 320578.544876 0.188127344621 0.329049646828 0.47127310825 0.603011254182 0.77751867248 0.0389339276821 0.0126376007985 0.0132919088735 0.00284648682404 0.0 0.203385598848 0.16087462102 -2.10529556592 0.0407283462506 0.021773845183 0.0163703105683 0.0142706068603 0.0 -0.448815949387 2.1908514244 1.67515712611 0.0453683342118 0.0171764241107 0.0139861137416 0.00851404710683 0.0 -2.48555075223 -0.810807145568 0.00886278018511 ../catalina_catalog_unzipped/1004058016480. 1.26101270371e-05 14.1152941077 15.1852136851 0.002565585335 0.028073 0.548104956268 0.1 0.0134323321714 0.00779595101401 0.855134633335 1.32029826134e-34 0.226852806777 0.820643533395 0.0548945 0.193825162206 -0.409408300764 0.00242179999623 2.30669501079 0.0389589615394 0.800203214507 0.802284190432
0.634493 1.0 2.0 0.218023255814 37.3282464767 10.0 0.5 0.0 844766.939885 0.116563003296 0.222572250499 0.340084006787 0.495847187997 0.696412494126 0.211434602978 0.0231373729827 0.0323442728356 0.0321049851312 0.0 0.311475467239 0.450003234219 0.312517392537 0.15509635752 0.0568702618407 0.0606016006288 0.0474940521702 0.0 -1.27308698304 -2.10709291864 0.213508773999 0.118279850557 0.0623580016174 0.0272582503214 0.0234101038664 0.0 0.461935044946 -1.69306705372 -0.480094766932 ../catalina_catalog_unzipped/1004058019259. -2.39002628465e-05 180.826369833 18.6641232384 0.0174729857442 0.174282 0.53488372093 0.1 0.061691224728 0.0600215289911 0.203442807837 3.09728021396e-13 0.159298717174 1.40257106749 0.37592525 0.126309401635 1.08886702197 0.021796199966 1.1839979048 0.326117959273 0.784026389307 0.81799175435
0.14255 0.999999999999 2.0 0.315942028986 30.6751838493 10.0 0.5 0.0 108207.58346 0.282185812122 0.416526265402 0.531086159262 0.700698425621 0.882677310779 0.0898567155579 0.0318734092556 0.00988427624207 0.0173728521002 0.0 -1.62962899276 -1.35911571655 -1.96874763514 0.0486412935518 0.0136292640151 0.00735725142846 0.0109780155502 0.0 0.0782456623808 -1.55804595859 0.710489278931 0.0342985985354 0.009797375562 0.00275531244768 0.0146346435112 0.0 1.96043122383 0.0117901599175 1.06408107344 ../catalina_catalog_unzipped/1004058022057. -3.35665478613e-07 15.6154067655 15.3375919246 0.00633127671179 0.072336 0.721739130435 0.0333333333333 0.055416021854 0.0173007806091 0.205836891501 4.72926750367e-31 0.214851935176 1.02003212017 0.14455 0.136700995022 1.87600691934 0.0266397999585 15.2707093054 0.0971065385674 0.876389666832 0.637763033032
0.2145775 1.0 2.0 0.270348837209 34.8619226395 10.0 0.5 0.00584795321637 1356057.82668 0.123299005419 0.205555208043 0.374289889851 0.540027750451 0.758664907622 0.096659172316 0.0482199711834 0.0199868663611 0.0138343034982 0.0 -0.570402780526 -0.707186176515 -1.90277357934 0.0287634520933 0.00158450993939 0.0103114672675 0.00973821791076 0.0 0.78983801434 2.57993383006 0.720010080934 0.0310078946668 0.00724724668761 0.00247058305825 0.0102864286921 0.0 0.16225310127 -1.61833434231 -1.42348542302 ../catalina_catalog_unzipped/1004058026832. -1.8435244774e-05 76.633104996 17.4309613198 0.00612866079449 0.0627485 0.479651162791 -0.0333333333333 0.0207236795439 0.0202001614033 0.203298229428 8.15937010854e-26 0.171167122916 1.06146483117 0.13110225 0.146426182446 0.611174790077 0.00242179999623 0.374482729555 0.106828449251 0.780079780758 0.771474995345
0.42513325 1.0 2.0 0.226744186047 35.1785819419 10.0 0.5 0.0 358469.879928 0.121999126185 0.236593751075 0.361772239935 0.585158133806 0.815487419481 0.250448269924 0.0354829048118 0.0214879657222 0.0263028747594 0.0 0.152939714241 0.0551003864012 -0.299235000594 0.0863202597107 0.0143661945514 0.00806180316098 0.025597850619 0.0 2.05971415481 1.81428986437 2.6895296375 0.0935769128236 0.0397914972459 0.021184605347 0.0363750527875 0.0 0.614156421231 0.818036273104 0.302652970254 ../catalina_catalog_unzipped/1004058027581. -2.7802431909e-06 96.3826352302 17.5892909709 0.0136766141522 0.1108065 0.502906976744 0.0333333333333 0.0467457237888 0.0448518698758 0.172495647138 1.06732644327e-33 0.227328796466 0.867993240743 0.2796305 0.144977032992 1.11754621142 0.021796199966 0.388079011085 0.240561945821 0.797845021694 0.744680901081
0.13233425 1.0 3.0 0.307246376812 27.6950847188 10.0 0.5 0.00583090379009 64176.8720251 0.197874198582 0.338199442888 0.531247542456 0.697400280626 0.871657222799 0.107234815023 0.0218448310128 0.0107947463418 0.0121251131778 0.0 1.84206943809 0.900331640114 -0.7756835935 0.0220758243981 0.00352824536177 0.00508938355893 0.0120315173957 0.0 -1.86343395658 -2.0126251128 -0.500747814144 0.0180633208713 0.00921910135676 0.00428916304749 0.00951332251673 0.0 0.889258853976 0.777522942623 1.18450812854 ../catalina_catalog_unzipped/1004058038274. 1.81309980299e-05 20.0565055192 13.8475423594 0.0060950626694 0.056584 0.692753623188 0.166666666667 0.0417776268663 0.017469443676 0.246440842434 2.06464291218e-52 0.210821020935 0.408234899531 0.128078 0.136045943793 1.20735261325 0.031483399951 4.48369945271 0.0844016384979 0.839821671554 0.854663178077
