2450465.77691 19.965 0.100 11  0 B
2450465.83598 19.988 0.090 11  0 A
2450466.68753 19.760 0.069 11  0 B
2450467.79540 19.788 0.077 11  0 A
2450468.70180 19.913 0.072 11  0 A
2450469.70183 19.946 0.085 11  0 A
2450470.71268 19.532 0.080 11  0 C
2450471.82163 19.793 0.127 11  0 D
2450472.74652 19.777 0.091 11  0 A
2450473.65832 19.567 0.093 11  0 C
2450474.73876 19.745 0.087 11  0 B
2450475.63153 19.550 0.081 11  0 C
2450475.69763 19.338 0.081 11  0 D
2450476.78378 19.583 0.084 11  0 C
2450477.76843 19.732 0.076 11  0 A
2450478.57569 19.970 0.081 11  0 A
2450479.77413 19.885 0.096 11  0 B
2450480.61078 19.711 0.069 11  0 C
2450481.59588 20.007 0.094 11  0 B
2450482.75688 19.964 0.080 11  0 B
2450483.54461 19.509 0.071 11  0 C
2450484.54250 19.436 0.082 11  0 C
2450485.54704 19.921 0.077 11  0 B
2450486.53859 19.591 0.061 11  0 B
2450487.56627 19.570 0.063 11  0 D
2450488.53087 19.657 0.075 11  0 D
2450488.66922 19.696 0.061 11  0 B
2450489.60099 19.778 0.061 11  0 C
2450489.62117 19.770 0.064 11  0 B
2450490.59163 19.733 0.053 11  0 A
2450491.54978 19.653 0.062 11  0 B
2450492.53406 19.849 0.087 11  0 B
2450492.60843 19.320 0.066 11  0 E
2450493.53712 20.168 0.091 11  0 A
2450494.53194 19.943 0.078 11  0 B
2450495.53427 19.651 0.089 11  0 C
2450496.52976 19.817 0.089 11  0 B
2450496.74588 19.382 0.101 11  0 E
2450498.52854 19.530 0.070 11  0 B
2450499.52403 19.888 0.088 11  0 B
2450500.51522 20.007 0.125 11  0 B
2450501.51578 19.493 0.083 11  0 C
2450507.63333 19.544 0.096 11  0 E
2450508.51949 17.971 0.031 11  0 F
2450508.58622 18.772 0.047 11  0 E
2450510.52415 19.319 0.067 11  0 D
2450511.63374 19.409 0.076 11  0 E
2450512.67111 19.761 0.096 11  0 C
2450513.66302 20.006 0.092 11  0 A
2450514.53614 19.667 0.097 11  0 E
2450515.52781 19.473 0.064 11  0 C
2450516.53134 19.658 0.100 11  0 D
2450517.53282 19.552 0.080 11  0 C
2450519.52223 20.148 0.104 11  0 D
2450520.68903 19.925 0.097 11  0 C
2450521.52310 19.378 0.073 11  0 E
2450524.51395 19.550 0.087 11  0 D
2450526.51735 19.559 0.083 11  0 D
2450527.51471 19.869 0.089 11  0 C
2450528.57412 19.247 0.069 11  0 E
2450530.60273 19.571 0.110 11  0 E
2450531.52964 19.729 0.106 11  0 C
2450532.51505 19.925 0.121 11  0 D
2450533.51857 20.305 0.165 11  0 D
2450534.52586 19.305 0.068 11  0 E
2450535.64037 19.023 0.068 11  0 E
2450536.67560 19.798 0.112 11  0 D
2450552.62374 20.262 0.148 11  0 B
2450553.47945 19.548 0.106 11  0 C
2450554.53823 19.742 0.123 11  0 B
2450561.53867 19.887 0.140 11  0 B
2450566.47429 20.159 0.152 11  0 A
2450567.47505 20.096 0.134 11  0 A
2450569.46952 19.424 0.114 11  0 D
2450571.52302 20.045 0.142 11  0 B
2450572.47923 19.958 0.152 11  0 D
2450573.48681 19.342 0.110 11  0 E
2450574.51559 19.921 0.106 11  0 A
2450673.84125 20.028 0.099 11  0 B
2450699.81455 19.721 0.113 11  0 D
2450701.85941 20.073 0.156 11  0 C
2450704.80331 20.125 0.150 11  0 D
2450712.87903 19.935 0.118 11  0 A
2450715.84439 19.962 0.116 11  0 B
2450720.79922 19.726 0.133 11  0 E
2450726.86442 20.051 0.105 11  0 A
2450728.82857 19.982 0.105 11  0 A
2450729.81090 19.720 0.101 11  0 C
2450733.86320 19.601 0.115 11  0 D
2450742.80370 19.838 0.120 11  0 B
2450745.73518 19.749 0.091 11  0 B
2450747.79197 19.964 0.100 11  0 A
2450748.74674 20.046 0.137 11  0 D
2450750.83957 20.419 0.205 11  0 C
2450751.73216 19.938 0.157 11  0 C
2450755.69063 19.656 0.125 11  0 D
2450759.75991 19.928 0.109 11  0 C
2450760.81206 20.293 0.150 11  0 B
2450763.80804 19.682 0.119 11  0 C
2450769.84445 19.944 0.129 11  0 A
2450773.83302 20.067 0.144 11  0 B
2450778.78597 19.611 0.121 11  0 D
2450780.81679 19.936 0.115 11  0 B
2450782.82152 19.795 0.104 11  0 B
2450787.82454 20.092 0.121 11  0 A
2450792.75851 20.468 0.247 11  0 C
2450796.77440 20.080 0.142 11  0 A
2450798.79159 19.858 0.110 11  0 A
2450816.80010 19.755 0.096 11  0 B
2450817.78954 19.747 0.101 11  0 B
2450822.74762 20.086 0.109 11  0 A
2450826.61586 19.881 0.115 11  0 A
2450827.72657 19.895 0.100 11  0 A
2450830.80677 20.026 0.149 11  0 C
2450831.65201 19.654 0.100 11  0 D
2450832.78296 20.521 0.202 11  0 A
2450833.68442 19.819 0.081 11  0 A
2450834.77544 19.866 0.163 11  0 C
2450837.78138 20.082 0.097 11  0 A
2450839.60709 19.587 0.078 11  0 C
2450841.79043 20.058 0.153 11 40 C
2450843.71344 19.705 0.080 11  0 D
2450844.66259 19.794 0.110 11  0 C
2450850.68340 19.587 0.100 11  0 C
2450854.70542 19.744 0.120 11  0 B
2450855.75188 19.957 0.178 11  0 B
2450856.70465 19.913 0.148 11  0 C
2450858.63978 19.485 0.112 11  0 E
2450860.73099 19.980 0.164 11  0 C
2450864.72594 19.270 0.104 11  0 F
2450874.73898 19.241 0.063 11  0 C
2450876.65530 19.624 0.082 11  0 B
2450879.61513 19.731 0.103 11  0 C
2450881.54711 19.763 0.112 11  0 C
2450887.62931 19.862 0.152 11  0 C
2450892.59425 19.530 0.086 11  0 C
2450895.57499 20.078 0.161 11  0 C
2450900.54392 19.671 0.108 11  0 C
2450920.54506 19.537 0.105 11  0 D
2450925.49727 19.251 0.100 11  0 E
2450933.51140 19.596 0.122 11  0 C
2450951.52441 20.110 0.114 11  0 A
2451040.91778 20.020 0.138 11  0 B
2451051.91363 19.916 0.122 11  0 C
2451065.87416 19.837 0.125 11  0 D
2451068.83622 19.959 0.135 11  0 C
2451069.82670 19.964 0.100 11  0 B
2451071.84382 19.657 0.103 11  0 E
2451079.79102 19.948 0.103 11  0 C
2451083.80472 19.879 0.120 11  0 D
2451088.86941 19.978 0.136 11  0 C
2451093.86607 20.062 0.116 11  0 A
2451102.84409 20.005 0.076 11  0 A
2451107.82696 20.037 0.116 11  0 B
2451113.84075 19.481 0.065 11  0 D
2451119.77357 19.944 0.115 11  0 B
2451126.74503 19.640 0.097 11  0 C
2451130.71112 19.682 0.099 11  0 C
2451132.71967 20.036 0.107 11  0 A
2451136.83892 20.239 0.138 11  0 A
2451142.73092 19.807 0.071 11  0 A
2451151.82602 20.206 0.143 11  0 A
2451154.83458 19.694 0.104 11  0 B
2451157.78616 19.934 0.147 11  0 B
2451161.78414 19.743 0.063 11  0 A
2451163.75568 19.720 0.107 11  0 E
2451166.79216 19.288 0.087 11  0 C
2451170.84011 19.780 0.090 11  0 A
2451174.82276 20.063 0.107 11  0 B
2451178.73978 19.725 0.102 11  0 C
2451181.70635 20.025 0.139 11  0 A
2451185.78892 19.798 0.089 11  0 A
2451187.74086 19.848 0.106 11  0 B
2451189.80533 19.756 0.087 11  0 B
2451192.72490 19.840 0.079 11  0 B
2451202.66281 19.700 0.097 11  0 A
2451204.76819 19.933 0.120 11  0 B
2451207.66161 19.839 0.114 11  0 B
2451211.74204 19.838 0.131 11  0 B
2451214.75851 20.212 0.167 11  0 B
2451217.71970 20.191 0.133 11  0 A
2451219.70435 20.174 0.154 11  0 B
2451223.61184 20.087 0.134 11  0 C
2451226.70677 20.040 0.127 11  0 C
2451230.65514 20.068 0.130 11  0 B
2451234.58157 19.855 0.121 11  0 C
2451238.58514 19.887 0.149 11  0 C
2451239.71778 20.696 0.320 11  0 B
2451241.69440 20.331 0.194 11  0 A
2451243.55226 19.917 0.134 11  0 D
2451245.52086 19.787 0.145 11  0 E
2451248.52924 20.186 0.203 11  0 C
2451253.60003 19.991 0.145 11  0 D
2451256.57933 20.460 0.204 11  0 B
2451261.57538 20.266 0.145 11  0 A
2451265.59305 20.051 0.136 11  0 B
2451268.57796 19.960 0.177 11  0 B
