2450455.69739 20.432 0.109 11  0 A
2450456.67852 20.266 0.134 11  0 E
2450456.78806 20.218 0.097 11  0 A
2450457.63900 20.288 0.115 11  0 A
2450457.69762 20.306 0.099 11  0 A
2450457.81490 20.111 0.122 11  0 B
2450458.67142 20.428 0.153 11  0 C
2450459.63477 20.462 0.120 11  0 A
2450459.84042 20.760 0.207 11  0 B
2450461.64334 20.142 0.096 11  0 A
2450461.77156 20.160 0.098 11  0 A
2450462.60011 20.181 0.101 11  0 A
2450465.75128 20.157 0.109 11  0 B
2450466.83886 20.088 0.091 11  0 B
2450468.76780 20.600 0.135 11  0 A
2450469.77672 21.035 0.371 11  0 D
2450470.79460 20.641 0.274 11  0 D
2450472.81253 20.465 0.191 11  0 B
2450473.72822 20.067 0.163 11  0 C
2450475.57306 21.075 0.303 11  0 C
2450477.79063 20.285 0.127 11  0 A
2450478.79634 20.491 0.146 11  0 C
2450479.79660 20.134 0.126 11  0 B
2450480.63307 20.192 0.107 11  0 C
2450481.53090 20.231 0.146 11  0 C
2450482.82358 20.910 0.241 11  0 C
2450483.52903 21.728 0.539 11 40 D
2450484.52722 20.274 0.183 11  0 C
2450485.53179 20.438 0.159 11  0 C
2450486.52396 20.219 0.132 11  0 B
2450487.55135 20.463 0.160 11  0 D
2450488.56373 20.391 0.131 11  0 B
2450489.52380 20.719 0.172 11  0 B
2450490.53247 20.204 0.101 11  0 B
2450491.53403 20.244 0.129 11  0 C
2450492.51918 19.895 0.121 11  0 E
2450493.52232 20.091 0.097 11  0 A
2450494.51729 20.354 0.165 11  0 C
2450494.77677 20.431 0.123 11  0 A
2450495.51937 20.210 0.150 11  0 D
2450496.51454 20.817 0.309 11  0 C
2450496.73094 20.430 0.240 11  0 D
2450498.51388 20.077 0.151 11  0 D
2450499.77630 20.465 0.199 11  0 C
2450500.77379 20.586 0.283 11  0 C
2450501.53833 20.343 0.169 11  0 B
2450507.52453 20.548 0.177 11  0 C
2450508.56715 21.068 0.329 11  0 E
2450509.52170 20.737 0.221 11  0 C
2450510.55240 20.286 0.162 11  0 D
2450510.71763 20.097 0.143 11  0 D
2450511.61703 21.014 0.324 11  0 E
2450512.55137 20.518 0.210 11  0 E
2450513.53549 20.080 0.137 11  0 E
2450513.64730 20.249 0.097 11  0 A
2450514.51513 20.134 0.170 11  0 E
2450514.61060 20.208 0.091 11  0 A
2450515.51179 20.594 0.157 11  0 B
2450516.51529 20.254 0.167 11  0 D
2450517.51483 20.047 0.125 11  0 C
