2450455.69739 20.078 0.071 11  0 A
2450456.67852 19.984 0.092 11  0 E
2450456.78806 20.140 0.078 11  0 A
2450457.63900 20.011 0.076 11  0 A
2450457.69762 20.082 0.070 11  0 A
2450457.81490 20.354 0.130 11  0 B
2450458.67142 20.009 0.092 11  0 C
2450459.63477 20.157 0.079 11  0 A
2450459.84042 20.182 0.106 11  0 B
2450461.64334 20.060 0.078 11  0 A
2450461.77156 20.234 0.090 11  0 A
2450462.60011 20.223 0.090 11  0 A
2450465.75128 20.069 0.086 11  0 B
2450466.83886 20.054 0.077 11  0 B
2450468.76780 20.140 0.077 11  0 A
2450469.77672 20.327 0.171 11  0 D
2450470.79460 19.910 0.123 11  0 D
2450472.81253 20.278 0.139 11  0 B
2450473.72822 19.840 0.119 11  0 C
2450475.57306 20.013 0.101 11  0 C
2450477.79063 20.170 0.097 11  0 A
2450478.79634 19.957 0.079 11  0 C
2450479.79660 20.030 0.097 11  0 B
2450480.63307 20.123 0.088 11  0 C
2450481.53090 20.294 0.136 11  0 C
2450483.52903 20.220 0.120 11  0 D
2450484.52722 20.016 0.140 11  0 C
2450486.52396 20.064 0.143 11  0 B
2450487.55135 19.843 0.082 11  0 D
2450488.56373 20.039 0.080 11  0 B
2450489.52380 20.327 0.103 11  0 B
2450490.53247 19.946 0.068 11  0 B
2450491.53403 19.971 0.093 11  0 C
2450492.51918 20.127 0.186 11  0 E
2450493.52232 20.292 0.098 11  0 A
2450494.51729 19.859 0.098 11  0 C
2450494.77677 20.281 0.090 11  0 A
2450495.51937 20.166 0.128 11  0 D
2450496.51454 19.749 0.101 11  0 C
2450496.73094 20.000 0.143 11  0 D
2450498.51388 20.155 0.142 11  0 D
2450499.77630 19.922 0.103 11  0 C
2450500.77379 20.380 0.200 11  0 C
2450501.53833 20.426 0.162 11  0 B
2450507.52453 20.149 0.152 11  0 C
2450508.56715 20.058 0.114 11  0 E
2450509.52170 19.974 0.107 11  0 C
2450510.55240 20.185 0.134 11  0 D
2450510.71763 20.000 0.117 11  0 D
2450511.61703 20.343 0.154 11  0 E
2450512.55137 19.834 0.098 11  0 E
2450513.53549 20.036 0.120 11  0 E
2450513.64730 19.914 0.061 11 40 A
2450514.51513 19.714 0.105 11  0 E
2450514.61060 20.116 0.071 11  0 A
2450515.51179 19.975 0.077 11  0 B
2450517.51483 20.169 0.124 11  0 C
2450518.55169 20.140 0.094 11  0 B
2450519.50474 20.218 0.097 11  0 B
2450519.65424 20.250 0.123 11  0 C
2450519.73208 20.234 0.134 11  0 C
2450520.67098 20.107 0.115 11  0 C
2450521.50690 20.368 0.168 11  0 D
2450521.64444 19.977 0.117 11  0 E
2450521.70821 20.224 0.179 11  0 E
2450523.51216 19.932 0.116 11  0 F
2450524.49765 20.212 0.165 11  0 E
2450524.53769 20.240 0.126 11  0 C
2450525.56085 20.345 0.129 11  0 C
2450526.50102 19.944 0.166 11  0 E
2450526.59675 19.951 0.103 11  0 E
2450527.49581 19.998 0.099 11  0 C
2450528.55561 19.890 0.133 11  0 F
2450530.53554 20.190 0.148 11  0 D
2450530.63315 19.394 0.109 11  0 E
2450531.60760 19.710 0.145 11  0 E
2450532.49721 20.308 0.194 11  0 E
2450533.62213 19.940 0.125 11  0 E
2450536.65892 20.057 0.131 11  0 D
2450540.49709 20.310 0.141 11  0 E
2450552.60886 20.205 0.142 11  0 C
2450554.52321 20.285 0.162 11  0 B
2450560.53863 20.034 0.188 11  0 B
2450561.47914 20.222 0.155 11  0 A
2450562.47118 20.303 0.216 11  0 E
2450573.47099 20.097 0.195 11  0 D
2450673.82532 19.857 0.097 11  0 D
2450689.85155 19.911 0.134 11  0 D
2450699.79761 20.187 0.174 11  0 E
2450701.79486 20.237 0.197 11  0 E
2450704.83666 20.143 0.150 11  0 D
2450706.78297 20.000 0.200 11  0 E
2450707.83632 20.137 0.208 11  0 E
2450715.80221 20.103 0.136 11  0 D
2450720.78228 21.077 0.433 11  0 E
2450722.81274 20.344 0.134 11  0 B
2450726.77076 20.275 0.136 11  0 B
2450728.81052 20.142 0.127 11  0 B
2450729.86534 20.038 0.124 11  0 C
2450733.76620 19.945 0.170 11  0 F
2450741.86100 19.920 0.108 11  0 B
2450744.86647 19.934 0.117 11  0 B
2450745.70814 20.042 0.116 11  0 C
2450747.77515 20.349 0.134 11  0 B
2450748.72929 20.311 0.138 11  0 C
2450751.71247 20.037 0.133 11  0 D
2450755.67275 20.233 0.216 11  0 E
2450759.78586 20.114 0.105 11  0 D
2450760.76235 20.153 0.126 11  0 B
2450761.84732 19.954 0.113 11  0 C
2450765.78891 20.278 0.151 11  0 A
2450769.77970 19.995 0.124 11  0 A
2450774.78625 20.131 0.128 11  0 B
2450778.76962 20.245 0.195 11  0 C
2450780.84039 20.958 0.249 11  0 B
2450781.77447 20.268 0.143 11  0 C
2450783.82345 20.141 0.088 11  0 A
2450788.78554 20.184 0.094 11  0 A
2450789.74196 20.150 0.122 11  0 A
2450792.78202 20.114 0.155 11  0 B
2450795.84373 20.160 0.118 11  0 A
2450796.84440 20.140 0.157 11  0 B
2450797.84190 19.826 0.097 11  0 A
2450798.83895 19.906 0.112 11  0 A
2450805.76432 19.928 0.136 11  0 E
2450816.70669 19.929 0.094 11  0 A
2450817.81293 20.306 0.168 11  0 B
2450818.84886 19.959 0.107 11  0 B
2450819.84289 19.905 0.129 11  0 B
2450822.77108 20.160 0.114 11  0 A
2450825.73033 20.118 0.150 11  0 C
2450827.64086 20.181 0.118 11  0 A
2450829.65992 20.040 0.180 11  0 F
2450830.79130 20.218 0.154 11  0 B
2450831.63654 20.064 0.129 11  0 D
2450832.71270 20.046 0.114 11  0 A
2450833.53780 19.821 0.117 11  0 E
2450837.80487 20.405 0.109 11  0 A
2450839.59172 20.433 0.151 11  0 C
2450841.81371 20.045 0.117 11  0 B
2450842.77888 20.095 0.126 11  0 B
2450844.64694 20.061 0.120 11  0 C
2450850.66798 19.949 0.117 11  0 C
2450854.72874 20.121 0.175 11  0 B
2450856.73535 19.968 0.157 11  0 D
2450858.61665 20.022 0.151 11  0 C
2450860.76330 20.388 0.247 11  0 C
2450864.70276 20.517 0.211 11  0 E
2450875.59840 20.385 0.214 11  0 B
2450880.51542 19.924 0.100 11  0 B
2450887.60628 20.368 0.178 11  0 B
2450892.67965 19.979 0.121 11  0 D
2450895.50201 20.218 0.179 11  0 C
2450897.50078 20.328 0.156 11  0 A
2450931.52509 20.024 0.146 11  0 C
2450950.49967 19.944 0.114 11  0 C
2450952.49133 19.967 0.131 11  0 A
2451068.81146 20.479 0.233 11  0 E
2451069.80238 20.033 0.118 11  0 D
2451071.80119 20.056 0.209 11  0 F
2451077.82775 19.959 0.121 11  0 C
2451083.77692 20.807 0.277 11  0 E
2451088.84574 20.073 0.128 11  0 B
2451102.77010 20.238 0.101 11  0 A
2451106.82713 20.231 0.109 11  0 A
2451112.80864 20.408 0.151 11  0 B
2451116.78488 20.183 0.104 11  0 A
2451126.68468 19.988 0.118 11  0 C
2451128.83746 20.224 0.145 11  0 B
2451136.81534 20.188 0.117 11  0 A
2451142.70759 20.241 0.098 11  0 A
2451163.77827 20.189 0.144 11  0 D
2451166.81223 20.617 0.253 11  0 C
2451169.79277 19.867 0.102 11 40 C
2451174.76756 20.342 0.107 11  0 A
2451175.84886 19.891 0.161 11  0 E
2451183.73767 20.430 0.160 11  0 B
2451185.85243 20.823 0.275 11  0 A
2451191.83640 20.126 0.096 11  0 A
2451194.74376 20.211 0.208 11  0 C
2451196.62428 20.337 0.194 11  0 F
2451204.74459 20.068 0.105 11  0 B
2451207.63741 20.163 0.143 11  0 B
2451211.71781 20.246 0.164 11  0 B
2451214.61093 19.769 0.101 11  0 B
2451217.66434 20.198 0.144 11  0 C
2451219.72015 19.936 0.120 11  0 C
2451223.58848 20.138 0.134 11  0 B
2451226.68117 20.118 0.146 11  0 D
2451228.65497 20.119 0.180 11  0 F
2451231.59642 20.026 0.134 11  0 D
2451234.67395 20.022 0.135 11  0 C
2451239.69465 20.134 0.154 11  0 A
2451241.71127 19.884 0.136 11  0 A
