2450726.82249 18.999 0.054 11  0 A
2450739.85628 19.061 0.077 11  0 C
2450744.76462 19.063 0.061 11  0 B
2450745.84923 18.984 0.052 11  0 A
2450746.83511 19.056 0.053 11  0 A
2450747.73056 19.029 0.059 11  0 C
2450748.68254 18.969 0.062 11  0 E
2450750.79549 19.021 0.057 11  0 B
2450751.79630 19.019 0.059 11  0 B
2450752.85413 19.094 0.057 11  0 B
2450754.80038 18.938 0.077 11  0 E
2450755.77835 19.098 0.072 11  0 D
2450759.70422 19.045 0.057 11  0 C
2450761.78543 19.016 0.063 11  0 C
2450766.83515 19.012 0.079 11  0 B
2450773.79074 18.986 0.058 11  0 A
2450776.81594 19.055 0.055 11  0 B
2450778.84903 19.123 0.089 11  0 D
2450780.77631 19.138 0.056 11  0 B
2450782.80494 19.018 0.053 11  0 B
2450788.83242 19.100 0.052 11  0 A
2450792.74247 18.987 0.063 11  0 B
2450795.82782 18.960 0.050 11  0 A
2450798.75212 19.014 0.052 11  0 A
2450817.75045 18.982 0.048 11  0 A
2450819.82713 19.017 0.068 11  0 C
2450824.69783 19.012 0.071 11  0 A
2450826.79048 18.863 0.079 11  0 C
2450827.68729 19.027 0.053 11  0 A
2450828.74693 19.041 0.058 11  0 A
2450829.69453 18.964 0.048 11  0 B
2450830.75266 19.062 0.056 11  0 A
2450831.58993 19.122 0.082 11  0 E
2450832.75953 19.047 0.061 11  0 A
2450833.57912 19.024 0.054 11  0 B
2450834.69840 19.109 0.060 11  0 B
2450835.80087 19.000 0.054 11  0 C
2450837.66276 19.045 0.044 11  0 A
2450839.66118 18.992 0.085 11  0 F
2450841.75024 19.070 0.053 11  0 A
2450842.74015 19.028 0.065 11  0 D
2450844.59509 18.981 0.070 11  0 E
2450846.76703 19.013 0.055 11  0 B
2450850.75789 18.986 0.063 11  0 C
2450854.78276 19.235 0.118 11  0 C
2450856.66682 19.075 0.092 11  0 D
2450857.72549 19.177 0.085 11  0 B
2450858.68863 19.060 0.062 11  0 B
2450859.75538 19.143 0.070 11  0 A
2450860.64834 19.133 0.071 11  0 A
2450865.56566 19.260 0.107 11  0 F
2450867.62075 18.955 0.062 11  0 D
2450874.68445 19.008 0.049 11  0 B
2450876.60051 19.025 0.057 11  0 B
2450876.70299 19.156 0.055 11  0 A
2450878.69053 19.031 0.061 11  0 C
2450880.62484 18.999 0.058 11  0 B
2450887.66910 19.218 0.102 11  0 D
2450890.69271 18.849 0.074 11  0 E
2450892.53948 19.069 0.062 11  0 B
2450893.70573 19.049 0.073 11  0 C
2450896.50745 19.007 0.060 11  0 B
2450900.56093 18.899 0.060 11  0 B
2450919.56282 19.060 0.091 11  0 B
2450925.51587 18.967 0.086 11  0 D
2450934.52263 19.135 0.096 11  0 C
2450950.51580 19.060 0.067 11  0 A
2451072.89839 19.074 0.066 11  0 C
2451079.80675 18.916 0.049 11  0 C
2451080.81038 19.030 0.050 11  0 C
2451083.82091 19.246 0.087 11  0 D
2451084.81634 19.051 0.056 11  0 C
2451086.84437 19.025 0.057 11  0 B
2451090.77202 19.051 0.088 11  0 D
2451091.87982 19.030 0.069 11  0 B
2451092.82243 19.001 0.068 11  0 B
2451093.83449 19.079 0.063 11  0 A
2451106.76340 18.967 0.042 11  0 B
2451108.78441 19.097 0.057 11  0 B
2451114.79384 19.015 0.044 11  0 A
2451119.83708 19.019 0.061 11  0 A
2451120.74167 19.044 0.075 11  0 D
2451126.76149 19.040 0.069 11  0 C
2451129.82579 18.981 0.061 11  0 C
2451131.83171 19.234 0.093 11  0 D
2451132.82132 19.093 0.058 11  0 B
2451137.80352 19.216 0.062 11  0 A
2451138.84482 19.106 0.062 11  0 A
2451142.77150 19.019 0.049 11  0 A
2451154.74470 19.123 0.067 11  0 B
2451155.70095 19.046 0.065 11  0 C
2451157.75483 18.852 0.082 11  0 D
2451159.76055 19.068 0.061 11  0 B
2451161.82458 18.964 0.046 11  0 A
2451163.82648 18.956 0.053 11  0 C
2451164.84139 19.019 0.046 11  0 A
2451166.75886 18.949 0.073 11  0 D
2451167.78510 19.038 0.081 11  0 E
2451168.76774 19.109 0.085 11  0 B
2451171.73662 19.124 0.047 11  0 A
2451175.73404 18.923 0.045 11 40 B
2451179.78343 18.875 0.064 11 40 A
2451181.74695 18.995 0.068 11  0 A
2451183.83188 19.030 0.053 11  0 B
2451185.82923 19.076 0.050 11  0 A
2451187.78455 18.989 0.048 11  0 A
2451189.72101 18.932 0.046 11  0 A
2451191.75972 18.945 0.043 11  0 B
2451192.81851 19.020 0.044 11  0 A
2451193.81045 19.063 0.046 11  0 B
2451194.68609 19.145 0.079 11  0 E
2451201.77460 19.091 0.068 11  0 C
2451202.78381 18.999 0.059 11  0 B
2451204.69037 19.049 0.064 11  0 B
2451206.79053 18.972 0.059 11  0 B
2451207.70077 18.923 0.065 11 40 B
2451211.75869 18.995 0.083 11  0 B
2451214.67282 19.093 0.079 11  0 B
2451215.57762 19.084 0.052 11  0 B
2451216.65403 19.064 0.052 11  0 A
2451217.73574 19.036 0.060 11  0 A
2451219.64944 19.021 0.060 11  0 B
2451220.75743 18.982 0.071 11  0 D
2451221.62328 18.945 0.065 11  0 C
2451223.71189 19.127 0.076 11  0 D
2451224.59184 18.757 0.056 11  0 D
2451226.60150 18.987 0.051 11  0 B
2451227.60631 19.007 0.052 11  0 C
2451233.56716 19.030 0.059 11  0 B
2451235.70495 19.100 0.075 11  0 B
2451238.62746 19.000 0.080 11  0 C
2451240.70320 18.961 0.077 11  0 B
2451242.52114 19.042 0.067 11  0 B
2451244.65766 18.995 0.063 11  0 B
2451247.51545 19.142 0.073 11  0 B
2451248.61568 19.034 0.069 11  0 C
2451251.57017 19.152 0.080 11  0 D
2451254.58469 18.968 0.066 11  0 C
2451255.61792 19.019 0.077 11  0 C
2451256.62195 19.011 0.061 11  0 B
2451258.60913 19.139 0.060 11  0 A
2451261.51493 19.062 0.056 11  0 A
2451264.52594 19.049 0.074 11  0 B
2451267.54751 19.004 0.092 11  0 C
2451272.52779 19.155 0.084 11  0 C
2451274.54559 19.017 0.086 11  0 D
2451276.55809 18.999 0.063 11  0 B
2451278.56165 18.950 0.073 11  0 B
2451279.54442 19.066 0.074 11  0 B
2451290.52575 18.961 0.080 11  0 B
2451298.50228 19.075 0.092 11  0 D
2451301.57668 18.974 0.088 11  0 C
2451306.49363 19.138 0.073 11  0 B
2451315.52601 19.042 0.096 11  0 C
2451318.50856 18.988 0.080 11  0 C
2451320.50128 18.983 0.076 11  0 B
2451330.51147 19.003 0.100 11  0 B
2451335.50461 19.057 0.078 11  0 B
2451431.86393 19.080 0.054 11  0 B
2451433.85886 19.043 0.074 11  0 D
2451436.76966 19.036 0.061 11  0 C
2451439.85062 19.034 0.053 11  0 B
2451441.86931 19.045 0.062 11  0 C
2451443.89099 18.999 0.059 11  0 C
2451447.82200 19.088 0.096 11  0 D
2451449.86381 18.930 0.076 11  0 E
2451454.87732 19.024 0.097 11  0 E
2451459.74454 19.136 0.104 11  0 F
2451462.82215 19.025 0.076 11  0 E
2451471.81982 19.027 0.057 11  0 B
2451476.71147 19.143 0.077 11  0 B
2451478.78983 19.138 0.068 11  0 B
2451484.77800 19.007 0.057 11  0 B
2451487.84888 18.988 0.056 11  0 A
2451489.75995 19.003 0.047 11  0 A
